ID,Name,Original_Name,Melakarta_No,Melakarta_Name,Chakra_No,Chakra_Name,Arohana,Avarohana,Scale_Type,Is_Bhashanga,Anya_Swaras,Is_Vakra,Extra_Note,Wikipedia_URL
"multani","Multani","Multani",45,"Subhapantuvarali",8,"Vasu (Gods)","S G2 M2 P N3 S'","S' N3 D1 P M2 G2 R1 S","Audava-Sampurna",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Multani_(raga)"
"parpathi","Parpathi","Parpathi",45,"Subhapantuvarali",8,"Vasu (Gods)","S G2 M2 P N3 S'","S' N3 P M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shekharachandrika","Shekharachandrika","Shekharachandrikā",45,"Subhapantuvarali",8,"Vasu (Gods)","S R1 G2 M2 D1 N3 S'","S' N3 D1 M2 G2 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sthavarajam","Sthavarajam","Sthavarājam",46,"Shadvidhamargini",8,"Vasu (Gods)","S R1 M2 P D2 S'","S' N2 D2 M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ganahemavati","Ganahemavati","Ganahemāvati",46,"Shadvidhamargini",8,"Vasu (Gods)","S G2 M2 P N2 S'","S' N2 D2 P M2 G2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"indhudhanyasi","Indhudhanyasi","Indhudhanyāsi",46,"Shadvidhamargini",8,"Vasu (Gods)","S G2 M2 D2 N2 S'","S' N2 D2 P D2 M2 G2 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shreekanti","Shreekanti","Shreekānti",46,"Shadvidhamargini",8,"Vasu (Gods)","S G2 M2 P D2 N2 S'","S' N2 D2 P M2 G2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"teevravahini","Teevravahini","Teevravāhini",46,"Shadvidhamargini",8,"Vasu (Gods)","S R1 G2 M2 P D2 P N2 S'","S' N2 D2 P M2 G2 R1 G2 M2 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vaishalini","Vaishalini","Vaishalini",46,"Shadvidhamargini",8,"Vasu (Gods)","R1 G2 M2 D2 N2","N2 D2 M2 G2 R1","Audava",No,"",No,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sowveeram","Sowveeram","Sowveeram",47,"Suvarnangi",8,"Vasu (Gods)","S R1 G2 M2 P D2 N3 S'","S' N3 D2 P M2 G2 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"abhiru","Abhiru","Abhiru",47,"Suvarnangi",8,"Vasu (Gods)","S R1 G2 R1 M2 P N3 S'","S' D2 P M2 G2 R1 G2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rathika","Rathika","Rathikā",47,"Suvarnangi",8,"Vasu (Gods)","S M2 G2 M2 P D2 N3 S'","S' N3 D2 P M2 G2 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vijayashree","Vijayashree","Vijayashree",47,"Suvarnangi",8,"Vasu (Gods)","S R1 G2 M2 P N2 S'","S' N2 P M2 G2 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jeevanthika","Jeevanthika","Jeevanthikā",48,"Divyamani",8,"Vasu (Gods)","S M2 P D3 N3 S'","S' N3 P M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"deshamukhari","Deshamukhari","Deshamukhāri",48,"Divyamani",8,"Vasu (Gods)","S R1 G2 M2 P D3 N3 D3 S'","S' D3 N3 D3 P M2 G2 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dundubi","Dundubi","Dundubi",48,"Divyamani",8,"Vasu (Gods)","S R1 G2 M2 P D3 N3 S'","S' N3 P M2 G2 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jeevanthini","Jeevanthini","Jeevanthini",48,"Divyamani",8,"Vasu (Gods)","S M2 P D3 N3 S'","S' N3 P M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-gandhari","Suddha Gandhari","Suddha Gāndhāri",48,"Divyamani",8,"Vasu (Gods)","S R1 G2 M2 N3 S'","S' N3 D3 N3 S N3 P M2 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dhavalangam","Dhavalangam","Dhavalāngam",49,"Dhavalambari",9,"Brahma","S R1 G3 M2 P D1 S'","S' N1 D1 P M2 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"abhiramam","Abhiramam","Abhirāmam",49,"Dhavalambari",9,"Brahma","S R1 M2 P D1 N1 S'","S' N1 D1 P M2 G2 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhinnapauarali","Bhinnapauarali","Bhinnapauarali",49,"Dhavalambari",9,"Brahma","S M2 P D1 N1 D1 S'","S' N1 D1 P M2 G3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dharmini","Dharmini","Dharmini",49,"Dhavalambari",9,"Brahma","S R1 G3 M2 D1 N1 S'","S' N1 D1 M2 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sudharmini","Sudharmini","Sudharmini",49,"Dhavalambari",9,"Brahma","S R1 M2 P D1 N1 S'","S' N1 D1 M1 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"namadeshi","Namadeshi","Nāmadeshi",50,"Namanarayani",9,"Brahma","S R1 G3 M2 P D1 N2 S'","S' N2 D1 P M2 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"narmada","Narmada","Narmada",50,"Namanarayani",9,"Brahma","S R1 G3 M2 D1 N2 S'","S' N2 D1 M2 P M2 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"neelanjana","Neelanjana","Neelanjana",50,"Namanarayani",9,"Brahma","S R1 G3 P N2 S'","S' N2 P M2 G3 R1 S","Audava-Shadava",No,"",Yes,"Raga created by Mahesh Mahadev","#cite_note-8"
"swaramanjari","Swaramanjari","Swaramanjari",50,"Namanarayani",9,"Brahma","S G3 M2 P D1 S'","S' N2 D1 P M2 G3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kashiramakriya","Kashiramakriya","Kāshirāmakriyā",51,"Kamavardhini",9,"Brahma","S G3 R1 G3 M2 P D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mandari","Mandari","Mandāri",51,"Kamavardhini",9,"Brahma","S R1 G3 M2 P N3 S'","S' N3 P M2 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"adhi-panchama","adhi Panchama","ādhi Panchama",51,"Kamavardhini",9,"Brahma","S R1 P D1 N3 S'","S' N3 D1 N3 P M2 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"basant-vasant","Basant /Vasant","Basant /Vasant",51,"Kamavardhini",9,"Brahma","S G3 M2 D1 N3 S'","S' N3 D1 P M2 G3 M2 N3 D1 M2 G3 R1 S","Audava-Sampurna",Yes,"M1",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Basant_(raga)"
"basant-bahar-m51","Basant Bahar","Basant Bahār",51,"Kamavardhini",9,"Brahma","S M2 P G3 M2 N3 D1 N3 S","R2 S N2 D2 P M1 G2 M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhogavasantha","Bhogavasantha","Bhogavasantha",51,"Kamavardhini",9,"Brahma","S R1 G3 M2 D1 N3 S'","S' N3 D1 M2 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"deepakam","Deepakam","Deepakam",51,"Kamavardhini",9,"Brahma","S R2 M2 P D1 P S'","S' N3 D1 N3 P M2 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gamakapriya","Gamakapriya","Gamakapriyā",51,"Kamavardhini",9,"Brahma","S R1 G3 M2 P N3 D1 S'","S' D1 P M2 G3 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gamanapriya","Gamanapriya","Gamanapriyā",51,"Kamavardhini",9,"Brahma","S R1 G3 M2 P N3 D1 S'","S' D1 P M2 G3 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsanarayani","Hamsanarayani","Hamsanārāyani",51,"Kamavardhini",9,"Brahma","S R1 G3 M2 P S'","S' N3 P M2 G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"indumathi","Indumathi","Indumathi",51,"Kamavardhini",9,"Brahma","S G3 M2 D1 N3 S'","S' N3 D1 P M2 G3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kamalaptapriya","Kamalaptapriya","Kamalāptapriyā",51,"Kamavardhini",9,"Brahma","S R1 G3 M2 P D1 S'","S' D1 P M2 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kumudhakriya","Kumudhakriya","Kumudhakriyā",51,"Kamavardhini",9,"Brahma","S R1 G3 M2 D1 S'","S' N3 D1 M2 G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"maruthi","Maruthi","Māruthi",51,"Kamavardhini",9,"Brahma","S R1 M2 P N3 S'","S' N3 D1 P M2 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ponni","Ponni","Ponni",51,"Kamavardhini",9,"Brahma","S G3 M2 P N3 S'","S' N3 P M2 G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"prathapa","Prathapa","Prathāpa",51,"Kamavardhini",9,"Brahma","S G3 M2 D1 N3 S'","S' N3 D1 P M2 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"puriya-dhanashree","Puriya Dhanashree","Puriya Dhanashree",51,"Kamavardhini",9,"Brahma","N3 R1 G3 M2 P D1 P N3 S","R1 N3 D1 P M2 G3 M2 R1 G3 R1 S","Sampurna",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Puriya_Dhanashree"
"tandavapriya","Tandavapriya","Tāndavapriyā",51,"Kamavardhini",9,"Brahma","S R1 G3 M2 P S'","S' P M2 G3 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ramamanohari","Ramamanohari","Ramāmanohari",52,"Ramapriya",9,"Brahma","S R1 G3 M2 P D2 S'","S' N2 D2 P M2 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chintaramani","Chintaramani","Chintaramani",52,"Ramapriya",9,"Brahma","S G3 M2 P D2 N2 S'","S' D2 P M2 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsagamini","Hamsagamini","Hamsagamini",52,"Ramapriya",9,"Brahma","S G3 M2 P D2 N2 S'","S' N2 D2 P M2 D2 P M2 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"lokaranjani","Lokaranjani","Lokaranjani",52,"Ramapriya",9,"Brahma","S G3 M2 P M2 D2 N2 S'","S' N2 D2 N2 P M2 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"meghashyamala","Meghashyamala","Meghashyāmala",52,"Ramapriya",9,"Brahma","S G3 M2 P D2 N2 D2 P S'","S' N2 D2 P M2 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"namoveenapaani","Namoveenapaani","Namoveenapaani",52,"Ramapriya",9,"Brahma","S G3 M2 D2 N2 S'","S' N2 D2 M2 G3 R1 S","Audava-Shadava",No,"",Yes,"creation by Siri Girish","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"patalambari","Patalambari","Patalāmbari",52,"Ramapriya",9,"Brahma","S R1 G3 M2 D2 S'","S' D2 M2 G3 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"raktimargini","Raktimargini","Raktimārgini",52,"Ramapriya",9,"Brahma","S P M2 D2 N2 S'","S' N2 D2 P M2 P G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rasavinodini","Rasavinodini","Rasavinodini",52,"Ramapriya",9,"Brahma","S G3 M2 P D2 N2 S'","S' N2 D2 P M2 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"reethi-chandrika","Reethi Chandrika","Reethi Chandrikā",52,"Ramapriya",9,"Brahma","S R1 G3 M2 P D2 S'","S' N2 D2 P M2 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"seemantinipriya","Seemantinipriya","Seemantinipriyā",52,"Ramapriya",9,"Brahma","S R1 G3 M2 D2 N2 S'","S' N2 D2 M2 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sukhakari","Sukhakari","Sukhakari",52,"Ramapriya",9,"Brahma","S R1 S P D2 N2 S'","S' N2 D2 P M2 G3 S R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vedhaswaroopi","Vedhaswaroopi","Vedhaswaroopi",52,"Ramapriya",9,"Brahma","S R1 G3 M2 P D2 N3 P S'","S' N3 D2 P N3 P M2 G3 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gamakakriya","Gamakakriya","Gamakakriyā",53,"Gamanashrama",9,"Brahma","S R1 G3 M2 P D2 S'","S' N3 D2 P M2 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"alankari","Alankari","Alankāri",53,"Gamanashrama",9,"Brahma","S G3 M2 D2 N3 D2 S'","S' N3 D2 M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhatiyar","Bhatiyar","Bhatiyār",53,"Gamanashrama",9,"Brahma","S D2 P D2 M2 P G3 M2 D2 S","R1 N3 D2 P M2 P G3 R1 S","Audava-Sampurna",Yes,"M1",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Bhatiyar"
"dvigandharabhooshani","Dvigandharabhooshani","Dvigāndhārabhooshani",53,"Gamanashrama",9,"Brahma","S R1 G2 G3 G2 P D2 S'","S' D2 P G2 G3 G2 R1 S D2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsanandi","Hamsanandi","Hamsānandi",53,"Gamanashrama",9,"Brahma","S R1 G3 M2 D2 N3 S'","S' N3 D2 M2 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/Hamsanandi"
"mechakangi","Mechakangi","Mechakāngi",53,"Gamanashrama",9,"Brahma","S R1 G3 M2 P D2 P N3 S'","S' N3 P D2 P M2 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"padmakalyani","Padmakalyani","Padmakalyāni",53,"Gamanashrama",9,"Brahma","S G3 P N3 S'","S' N3 D2 P M2 G3 S","Swarantara-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poorvi-kalyani","Poorvi Kalyani","Poorvi Kalyāni",53,"Gamanashrama",9,"Brahma","S R1 G3 M2 P D2 P S'","S' N3 D2 P M2 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sharabadhvaja","Sharabadhvaja","Sharabadhvāja",53,"Gamanashrama",9,"Brahma","S R1 G3 M2 P D2 S'","S' D2 P G3 R1 S","Shadava-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sohini","Sohini","Sohini",53,"Gamanashrama",9,"Brahma","S G3 M2 D2 N3 S'","S' N3 D2 M2 G3 R1 S","Audava-Shadava",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Sohini"
"vaishaka","Vaishaka","Vaishaka",53,"Gamanashrama",9,"Brahma","S R1 G3 M2 P D2 N3 S'","S' N3 D2 N3 P M2 G3 M2 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vamshavathi","Vamshavathi","Vamshavathi",54,"Viswambhari",9,"Brahma","S R1 G3 M2 P D3 N3 S'","S' N3 P M2 G3 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hemangi","Hemangi","Hemāngi",54,"Viswambhari",9,"Brahma","S R1 G3 M2 D3 S'","S' D3 M2 G3 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"pooshakalyani","Pooshakalyani","Pooshakalyāni",54,"Viswambhari",9,"Brahma","S R1 G3 M2 P D3 N3 S'","S' N3 P M2 G3 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sharadhyuthi","Sharadhyuthi","Sharadhyuthi",54,"Viswambhari",9,"Brahma","S R1 G3 M2 P D3 N3 D3 S'","S' N3 D3 P M2 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddhakriya","Suddhakriya","Suddhakriyā",54,"Viswambhari",9,"Brahma","S R1 M2 M2 P D3 S'","S' D3 P M2 G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sundarangi","Sundarangi","Sundarāngi",54,"Viswambhari",9,"Brahma","S R1 G3 P D3 N3 S'","S' N3 D3 P G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vijayavasantham","Vijayavasantham","Vijayavasantham",54,"Viswambhari",9,"Brahma","S M2 P D3 N3 S'","S' N3 P M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shyamalam","Shyamalam","Shyāmalam",55,"Syamalangi",10,"Disi (Directions)","S R2 G2 M2 P D1 N1 S'","S' N1 D1 P M2 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"deshavali","Deshavali","Deshāvali",55,"Syamalangi",10,"Disi (Directions)","S R2 G2 M2 D1 N1 D1 S'","S' N1 D1 M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vijayamalavi","Vijayamalavi","Vijayamālavi",55,"Syamalangi",10,"Disi (Directions)","S R2 M2 P D1 S'","S' N1 D1 P M2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chamaram","Chamaram","Chāmaram",56,"Shanmukhapriya",10,"Disi (Directions)","S R2 M2 P D1 N2 S'","S' N2 D1 P M2 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhashini","Bhashini","Bhāshini",56,"Shanmukhapriya",10,"Disi (Directions)","S G2 R2 G2 M2 P D1 N2 S'","S' N2 D1 P M2 G2 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chintamani","Chintamani","Chintāmani",56,"Shanmukhapriya",10,"Disi (Directions)","S G2 R2 G2 M2 G2 R2 G2 P M2 P D2 N2 S'","S' N2 D2 P M2 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dhanakari","Dhanakari","Dhanakari",56,"Shanmukhapriya",10,"Disi (Directions)","S G2 P D1 N2 S'","S' N2 D1 M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"garigadya","Garigadya","Garigadya",56,"Shanmukhapriya",10,"Disi (Directions)","N2 S G2 M2 P D1 N2","D1 P M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gopikathilakam","Gopikathilakam","Gopikathilakam",56,"Shanmukhapriya",10,"Disi (Directions)","S R2 G2 M2 P N2 S'","S' N2 P M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kokilanandhi","Kokilanandhi","Kokilanandhi",56,"Shanmukhapriya",10,"Disi (Directions)","S G2 M2 D1 N2 S'","S' N2 D1 P M2 G2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rajeshwari","Rajeshwari","Rājeshwari",56,"Shanmukhapriya",10,"Disi (Directions)","S R2 G2 P N2 S'","S' N2 D1 P M1 G2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"samudrapriya","Samudrapriya","Samudrapriyā",56,"Shanmukhapriya",10,"Disi (Directions)","S G2 M2 P N2 S'","S' N2 P M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shanmukhi","Shanmukhi","Shanmukhi",56,"Shanmukhapriya",10,"Disi (Directions)","S R1 G2 M2 D1 N2 S'","S' N2 D1 M2 G2 R1 S","Shadava",No,"",Yes,"Trimoorti","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sumanasaranjani","Sumanasaranjani","Sumanasaranjani",56,"Shanmukhapriya",10,"Disi (Directions)","S G2 M2 P N2 S'","S' N2 P M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vasukari","Vasukari","Vasukari",56,"Shanmukhapriya",10,"Disi (Directions)","S G2 M2 P D1 N2 S'","S' N2 D1 M2 G2 S","Shadava-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"anandavalli","Anandavalli","Ānandavalli",57,"Simhendramadhyamam",10,"Disi (Directions)","S G2 M2 P N3 S'","S' N3 P M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ghantana","Ghantana","Ghantana",57,"Simhendramadhyamam",10,"Disi (Directions)","S R2 G2 M2 D1 N3 S'","S' N3 D1 M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jayachoodamani","Jayachoodamani","Jayachoodāmani",57,"Simhendramadhyamam",10,"Disi (Directions)","S G2 M2 P D1 S'","S' N3 D1 P M2 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"pranavapriya","Pranavapriya","Pranavapriyā",57,"Simhendramadhyamam",10,"Disi (Directions)","S R2 M2 P N3 S'","S' N3 P M2 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sarvangi","Sarvangi","Sarvāngi",57,"Simhendramadhyamam",10,"Disi (Directions)","S R2 M2 D1 N3 S'","S' N3 D1 M2 G2 S R3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"seshanadam","Seshanadam","Seshanādam",57,"Simhendramadhyamam",10,"Disi (Directions)","S R2 G2 M2 P D1 S'","S' N3 D1 P M2 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-m57","Suddha","Suddha",57,"Simhendramadhyamam",10,"Disi (Directions)","S R2 G2 M2 P N3 S'","S' N3 P M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sunadapriya","Sunadapriya","Sunādapriyā",57,"Simhendramadhyamam",10,"Disi (Directions)","S R2 G2 M2 P S'","S' N3 D1 P M2 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"urmika","Urmika","Urmikā",57,"Simhendramadhyamam",10,"Disi (Directions)","S R2 G2 M2 P N3 S'","S' N3 P M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vijayasaraswathi","Vijayasaraswathi","Vijayasaraswathi",57,"Simhendramadhyamam",10,"Disi (Directions)","S G2 M2 P D1 N3 S'","S' N3 P M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"deshisimharavam","Deshisimharavam","Deshisimhāravam",58,"Hemavati",10,"Disi (Directions)","S R2 G2 M2 P D2 N2 S'","S' N2 D2 P M2 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chandrarekha","Chandrarekha","Chandrarekhā",58,"Hemavati",10,"Disi (Directions)","S R2 G2 M2 P D2 S'","S' N2 D2 M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsabhramari","Hamsabhramari","Hamsabhramari",58,"Hemavati",10,"Disi (Directions)","S R2 G2 M2 P D2 S'","S' N2 D2 P M2 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hemambari","Hemambari","Hemāmbari",58,"Hemavati",10,"Disi (Directions)","S R2 G2 M2 P D2 N2 S'","S' P M2 G2 R2 S","Sampurna-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hemapriya","Hemapriya","Hemapriya",58,"Hemavati",10,"Disi (Directions)","S R2 G2 M2 D2 S'","S' D2 M2 G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kshemakari","Kshemakari","Kshemakari",58,"Hemavati",10,"Disi (Directions)","S R2 M2 D2 N2 S'","S' N2 D2 M2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"madhukowns","Madhukowns","Madhukowns",58,"Hemavati",10,"Disi (Directions)","S G2 M2 P N2 P S'","S' N2 P M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
