ID,Name,Original_Name,Melakarta_No,Melakarta_Name,Chakra_No,Chakra_Name,Arohana,Avarohana,Scale_Type,Is_Bhashanga,Anya_Swaras,Is_Vakra,Extra_Note,Wikipedia_URL
"vasantabhairavi","Vasantabhairavi","Vasantabhairavi",14,"Vakulabharanam",3,"Agni (Fire)","S R1 G3 M1 D1 N2 S'","S' N2 D1 M1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vasanta-mukhari","Vasanta Mukhari","Vasanta Mukhāri",14,"Vakulabharanam",3,"Agni (Fire)","S M1 G3 M1 P D1 N2 S'","S' N2 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vijayollasini","Vijayollasini","Vijayollāsini",14,"Vakulabharanam",3,"Agni (Fire)","S R1 G3 M1 P M1 D1 N2 S'","S' N2 D1 P M1 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ardhradesi","Ardhradesi","Ardhradesi",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 N3 S'","S' D1 P M1 G3 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhavini","Bhavini","Bhāvini",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P D1 N3 S'","S' N3 D1 P M1 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bibhas","Bibhas","Bibhās",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' D1 P M1 R1 S","Audava",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bowli","Bowli","Bowli",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' N3 D1 P G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/Bowli"
"bowli-ramakriya","Bowli Ramakriya","Bowli Rāmakriya",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' N3 P D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"charuvardhani","Charuvardhani","Chāruvardhani",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 N3 S'","S' D1 P M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chayagowla","Chayagowla","Chāyagowla",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 G3 M1 P N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chandrachooda","Chandrachooda","Chandrachooda",15,"Mayamalavagowla",3,"Agni (Fire)","S M1 G3 M1 P D1 S'","S' N3 D1 P M1 G3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"deshyagowla","Deshyagowla","Deshyagowla",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 P D1 N3 S'","S' N3 D1 P R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"devaranji","Devaranji","Devaranji",15,"Mayamalavagowla",3,"Agni (Fire)","S M1 P D1 P N3 S'","S' N3 D1 P M1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ekakshari","Ekakshari","Ekakshari",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 N3 S'","S' N1 P M1 R1 G3 M1 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ghanasindhu","Ghanasindhu","Ghanasindhu",15,"Mayamalavagowla",3,"Agni (Fire)","S M1 G3 M1 P D1 N3 D1 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gowla","Gowla","Gowla",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 P M1 R1 G3 M1 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/Gowla"
"gowlipantu","Gowlipantu","Gowlipantu",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 D1 P M1 D1 M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gowri","Gowri","Gowri",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gummakambhoji","Gummakambhoji","Gummakāmbhoji",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gundakriya","Gundakriya","Gundakriya",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 P D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gurjari","Gurjari","Gurjari",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 N3 S'","S' D1 N3 P M1 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jaganmohini","Jaganmohini","Jaganmohini",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P N3 S'","S' N3 P M1 G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kalyanakesari","Kalyanakesari","Kalyānakesari",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' D1 P G3 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kannadabangala","Kannadabangala","Kannadabangāla",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 G3 M1 D1 P D1 S'","S' D1 P M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"karnataka-saranga","Karnataka Saranga","Karnātaka Sāranga",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 N3 S'","S' N3 D1 P M1 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"lalita","Lalita","Lalitā",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 D1 N3 S'","S' N3 D1 M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"lalitapanchamam","Lalitapanchamam","Lalitapanchamam",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 D1 N3 S'","S' N3 D1 M1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"malavakurinji","Malavakurinji","Mālavakurinji",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 P D1 N3 S'","S' N3 D1 M1 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"malavapanchamam","Malavapanchamam","Mālavapanchamam",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"margadesi","Margadesi","Mārgadesi",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 R1 G3 D1 M1 P D1 S'","S' D1 P M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"malahari","Malahari","Malahari",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' D1 P M1 G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/Malahari"
"mallikavasantam","Mallikavasantam","Mallikavasantam",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P N3 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mangalakaishiki","Mangalakaishiki","Mangalakaishiki",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 G3 D1 P S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"manolayam","Manolayam","Manolayam",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' N3 D1 P M1 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"maruva","Maruva","Maruva",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 D1 N3 S'","S' N3 D1 P G3 M1 G3 R1 S R1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mechabowli","Mechabowli","Mechabowli",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"megharanjani","Megharanjani","Megharanjani",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 N3 S'","S' N3 M1 G3 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nadanamakriya","Nadanamakriya","Nadanamakriya",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 N3","N3 D1 P M1 G3 R1 S N3","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"padi","Padi","Pādi",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 P D1 P M1 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"pharaju-paras-","Pharaju (Paras)","Pharaju (Paras)",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poornalalita","Poornalalita","Poornalalita",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 S'","S' D1 P M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poorvi","Poorvi","Poorvi",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poorvikavasanta","Poorvikavasanta","Poorvikavasanta",15,"Mayamalavagowla",3,"Agni (Fire)","S M1 G3 M1 D N3 S'","S' N3 D1 M1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"pratapadhanyasi","Pratapadhanyasi","Pratāpadhanyāsi",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P N3 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"prataparanjani","Prataparanjani","Pratāparanjani",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"puranirmai","Puranirmai","Puranirmai",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' N3 D1 P G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ramakali","Ramakali","Rāmakali",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ramakriya","Ramakriya","Rāmakriya",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P D1 N3 S'","S' N3 P D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"revagupti","Revagupti","Revagupti",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' D1 P G3 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Revagupti"
"rukhmambari","Rukhmambari","Rukhmāmbari",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P N3 S'","S' N3 P G3 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"samantadeepara","Samantadeepara","Sāmantadeepara",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P N3 S'","S' N3 P M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"saranga-nata","Saranga Nata","Sāranga Nāta",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' N3 S D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"saveri","Saveri","Sāveri",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Saveri"
"salanganata","Salanganata","Salanganāta",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' D1 P G3 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"satyavati","Satyavati","Satyāvati",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 R1 G3 P D1 S'","S' N3 D1 N3 P D1 P G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sindhu-ramakriya","Sindhu Ramakriya","Sindhu Rāmakriya",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P D1 N3 S'","S' N3 P M1 G3 R1 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"surasindhu","Surasindhu","Surasindhu",15,"Mayamalavagowla",3,"Agni (Fire)","S M1 G3 M1 P D1 N3 D1 S'","S' N3 D1 P M1 R1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"tarakagowla","Tarakagowla","Tārakagowla",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 D1 N3 S'","S' N3 D1 M1 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"takka","Takka","Takka",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 S G3 M1 G3 P M1 D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ushavali","Ushavali","Ushāvali",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' N3 D1 M1 P M1 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"visharada","Visharada","Vishārada",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 P M1 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"toyavegavahini","Toyavegavahini","Toyavegavāhini",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 P D2 N2 S'","S' N2 D2 P M1 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ahir-bhairavi","Ahir Bhairavi","Āhir Bhairavi",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 P N2 D2 M1 P D2 S'","S' N2 D2 P M1 P G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhakthapriya","Bhakthapriya","Bhakthapriya",16,"Chakravakam",3,"Agni (Fire)","S G3 M1 P D2 N2 S'","S' N2 D2 P M1 R1 M1 G3 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhujangini","Bhujangini","Bhujāngini",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 D2 N2 S'","S' N2 D2 M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bindhumalini","Bindhumalini","Bindhumālini",16,"Chakravakam",3,"Agni (Fire)","S G3 R1 G3 M1 P N2 S'","S' N2 S D2 P G3 M1 P G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chakranarayani","Chakranarayani","Chakranārāyani",16,"Chakravakam",3,"Agni (Fire)","S R1 M1 P D2 N2 S'","S' N2 D2 P M1 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ghoshini","Ghoshini","Ghoshini",16,"Chakravakam",3,"Agni (Fire)","S M1 G3 M1 P D2 N2 D2 S'","S' N2 D2 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"guhapriya","Guhapriya","Guhapriya",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 P P M1 D2 N2 S'","S' N2 D2 P M1 G3 S R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kalavati","Kalavati","Kalāvati",16,"Chakravakam",3,"Agni (Fire)","S R1 M1 P D2 S'","S' D2 P M1 G3 S R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kokila","Kokila","Kokilā",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 D2 N2 S'","S' N2 D2 M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"malayamarutam","Malayamarutam","Malayamārutam",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 P D2 N2 S'","S' N2 D2 P G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/Malayamarutam"
"mukthangi","Mukthangi","Mukthāngi",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 P D2 N2 S'","S' D2 N2 P M1 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mukundamalini","Mukundamalini","Mukundamālini",16,"Chakravakam",3,"Agni (Fire)","S R1 G2 P D2 S'","S' D2 P G2 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poornapanchamam","Poornapanchamam","Poornapanchamam",16,"Chakravakam",3,"Agni (Fire)","P M1 S R1 S M1 P D2","D2 P M1 G3 R1 S N2","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"pravritti","Pravritti","Pravritti",16,"Chakravakam",3,"Agni (Fire)","S G3 M1 P D2 N2 S'","S' N2 D2 P M1 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ragamanjari","Ragamanjari","Rāgamanjari",16,"Chakravakam",3,"Agni (Fire)","S R1 M1 P D2 S'","S' N2 D2 M1 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rasikaranjani","Rasikaranjani","Rasikaranjani",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 P S'","S' D2 P G3 R1 S","Swarantara-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rudra-panchami","Rudra Panchami","Rudra Panchami",16,"Chakravakam",3,"Agni (Fire)","S G3 M1 D2 N2 S'","S' N3 D2 M1 G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"samya","Samya","Samya",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 P N2 S'","S' N2 P M1 G3 R1 S","Audava-Shadava",No,"",Yes,"Raga created by Mahesh Mahadev","#cite_note-5"
"shree-nabhomargini","Shree Nabhomargini","Shree Nabhomārgini",16,"Chakravakam",3,"Agni (Fire)","S G3 M1 P D2 N2 S'","S' D2 P M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shyamali","Shyamali","Shyāmali",16,"Chakravakam",3,"Agni (Fire)","S G3 P D2 N2 S'","S' N2 D2 P G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"subhashini","Subhashini","Subhāshini",16,"Chakravakam",3,"Agni (Fire)","S D2 N2 D R1 G3 M1 P","M1 G3 R1 S N2 D2 N2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"valaji","Valaji","Valaji",16,"Chakravakam",3,"Agni (Fire)","S G3 P D2 N2 S'","S' N2 D2 P G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Valaji"
"veenadhari","Veenadhari","Veenadhāri",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 P D2 N2 S'","S' N2 D2 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vegavahini","Vegavahini","Vegavāhini",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 D2 N2 D2 S'","S' N2 D2 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chayavathi","Chayavathi","Chāyāvathi",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 D2 N3 S'","S' N3 D2 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhairavam","Bhairavam","Bhairavam",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 P D2 N3 S'","S' D2 P M1 G3 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"haridarpa","Haridarpa","Haridarpa",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 P D2 N3 S'","S' D2 P M1 R1 S","Sampurna-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jayasamvardhani","Jayasamvardhani","Jayasamvardhani",17,"Suryakantam",3,"Agni (Fire)","S G3 M1 P D2 N3 S'","S' N3 P M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jeevantika","Jeevantika","Jeevantikā",17,"Suryakantam",3,"Agni (Fire)","S R1 M1 P D2 N3 S'","S' N3 D2 P M1 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kusumamaruta","Kusumamaruta","Kusumamāruta",17,"Suryakantam",3,"Agni (Fire)","S M1 P D2 N3 S'","S' N3 D2 P M1 G3 R1 G3 M1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nagachoodamani","Nagachoodamani","Nāgachooḍāmani",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 P D2 S'","S' D2 N2 D2 P M1 G3 M1 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rohini","Rohini","Rohini",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 M2 D2 N3 S'","S' N3 D2 M2 M1 G3 R1 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"samakannada","Samakannada","Sāmakannada",17,"Suryakantam",3,"Agni (Fire)","S R2 M1 G2 M1 P D2 N3 S'","S' N3 D2 P M1 R1 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sowrashtram","Sowrashtram","Sowrāshtram",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 P M1 D2 N3 S'","S' N3 D2 N2 D2 P M1 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-gowla","Suddha Gowla","Suddha Gowla",17,"Suryakantam",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 P M1 R1 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"supradeepam","Supradeepam","Supradeepam",17,"Suryakantam",3,"Agni (Fire)","S R1 M1 P D2 N3 S'","S' N3 D2 P M1 G3 M1 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vasantha","Vasantha","Vasanthā",17,"Suryakantam",3,"Agni (Fire)","S M1 G3 M1 D2 N3 S'","S' N3 D2 M1 G3 R1 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/Vasantha_(raga)"
"jayashuddhamalavi","Jayashuddhamalavi","Jayashuddhamālavi",18,"Hatakambari",3,"Agni (Fire)","S R1 G3 M1 P N3 S'","S' N3 D3 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsanantini","Hamsanantini","Hamsanantini",18,"Hatakambari",3,"Agni (Fire)","S G3 M1 P S'","S' P M1 G3 R1 S","Swarantara-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kallola","Kallola","Kallola",18,"Hatakambari",3,"Agni (Fire)","S P D3 N3 S'","S' N3 D3 P M1 G3 R1 S","Swarantara-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"simhala","Simhala","Simhala",18,"Hatakambari",3,"Agni (Fire)","S R1 G3 M1 P D3 N3 S'","S' N3 D3 N3 P M1 G3 R1 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jhankarabhramari","Jhankarabhramari","Jhankārabhramari",19,"Jhankaradhwani",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N1 D1 P D1 S S R2 G2 M1 P D1 S S R2 G2 M1 P D1 N1 D1 S S R2 G2 M1 P D1 N1 D1 S S G2 R2 G M1 P D1 N1 D1 S S R2 G2 M1 P D1 N1 D1 S","S N1 D1 P M1 G2 R2 S S N1 D1 P M1 G2 R2 S S D1 P M1 G2 R2 S S N1 D1 P M1 G2 R2 S S N1 D1 P M1 G2 R2 G R2 S D1 N1 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bharati","Bharati","Bhārati",19,"Jhankaradhwani",4,"Veda (Scriptures)","S R2 G2 M1 P S'","S' P M1 G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
