Song,Movie,Year,Raga,Musician,Lyricist,Singers,Song_ID,Movie_ID,Song_URL,Movie_URL
Nishaagandhi Neeyethra Dhanya,Neeyethra Dhanya,1987,Revathi,G Devarajan,ONV Kurup,KJ Yesudas,13954,760,https://en.msidb.org/s.php?13954,https://en.msidb.org/m.php?760
Sreeraamakrishna,Bharathinagar May 9,1990,Revathi,Perumbavoor G Ravindranath,Pradeep Ashtamichira,Seema Behan,12149,5249,https://en.msidb.org/s.php?12149,https://en.msidb.org/m.php?5249
Murahara Murali Govinda,Kilukilppambaram,1997,Revathi,SP Venkitesh,Gireesh Puthenchery,KS Chithra,14394,566,https://en.msidb.org/s.php?14394,https://en.msidb.org/m.php?566
Murahara Murali Govinda [M],Kilukilppambaram,1997,Revathi,SP Venkitesh,Gireesh Puthenchery,"KJ Yesudas, Chorus",19312,566,https://en.msidb.org/s.php?19312,https://en.msidb.org/m.php?566
Amme Devi,Aaraam Jaalakam,1998,Revathi,Kaithapram,Kaithapram,"Deepankuran, Chorus",11263,5375,https://en.msidb.org/s.php?11263,https://en.msidb.org/m.php?5375
Gaayathi gaayathi,Udayapuram Sulthan,1999,Revathi,Kaithapram,Kaithapram,"KJ Yesudas, KS Chithra",9409,2429,https://en.msidb.org/s.php?9409,https://en.msidb.org/m.php?2429
Smaraami Vaishnavachaarumoorthe,Valyettan,2000,Revathi,Mohan Sithara,Gireesh Puthenchery,P Jayachandran,11785,3419,https://en.msidb.org/s.php?11785,https://en.msidb.org/m.php?3419
Manjin Thullikal Thaane Peythidum,Koodariyaathe,2001,Revathi,Wilson,Uncategorized,MG Sreekumar,15329,6096,https://en.msidb.org/s.php?15329,https://en.msidb.org/m.php?6096
Manimaalika Mukalil,Swapnahalliyil Orunal,2002,Revathi,Kanhangad Ramachandran,V Vishnudas,KJ Yesudas,12894,5486,https://en.msidb.org/s.php?12894,https://en.msidb.org/m.php?5486
Kodi kodi adimakal,Yugapurushan,2010,Revathi,Mohan Sithara,Kaithapram,Unni Menon,190529,6648,https://en.msidb.org/s.php?190529,https://en.msidb.org/m.php?6648
Ariyaathe,Maathruvandanam,2015,Revathi,KL Sreeram,Baby Sriram,Baby Sriram,1953928,7684,https://en.msidb.org/s.php?1953928,https://en.msidb.org/m.php?7684
Raavinte Vathmeekathil,Su Su Sudhi Valmeekam,2015,Revathi,Bijibal Maniyil,Santhosh Varma,Ganesh Sundaram,1954352,8020,https://en.msidb.org/s.php?1954352,https://en.msidb.org/m.php?8020
Maaruvathille Lokame,Aathmashaanthi,1952,Rishabapriya,TR Pappa,Abhayadev,AP Komala,1608,3505,https://en.msidb.org/s.php?1608,https://en.msidb.org/m.php?3505
Swarangal paadasarangalil,Mahaabali,1983,Rishabapriya,MK Arjunan,Pappanamkodu Lakshmanan,"Vani Jairam, N Lathika",7518,3831,https://en.msidb.org/s.php?7518,https://en.msidb.org/m.php?3831
Aadiyushassandhya,Keralavarma Pazhassi Raaja,2009,Rishivani,Ilayaraja,ONV Kurup,"KJ Yesudas, MG Sreekumar, Vidhu Prathap, Vijitha, Chorus",190127,6220,https://en.msidb.org/s.php?190127,https://en.msidb.org/m.php?6220
Lavanya Rama,Sree Thyagaraja,1981,Rudrapriya,KV Mahadevan,Traditional (Thyagaraja),SP Balasubrahmanyam,5573,3020,https://en.msidb.org/s.php?5573,https://en.msidb.org/m.php?3020
Aadi druthapada thaalam,Laal Salaam,1990,Rugmambari,Raveendran,ONV Kurup,KJ Yesudas,6560,3928,https://en.msidb.org/s.php?6560,https://en.msidb.org/m.php?3928
Sree sivasutha,Ente Sooryaputhrikku,1991,Rugmambari,Ilayaraja,Ilayaraja,P Leela,10590,1273,https://en.msidb.org/s.php?10590,https://en.msidb.org/m.php?1273
Thedivanna vasanthame,Oru Raagam Pala Thaalam,1979,Saaramathi,MS Viswanathan,Sreekumaran Thampi,P Jayachandran,5220,4097,https://en.msidb.org/s.php?5220,https://en.msidb.org/m.php?4097
Mokshamu,Swaathy Thirunaal,1987,Saaramathi,MB Sreenivasan,Traditional (Thyagaraja),M Balamuralikrishna,7132,252,https://en.msidb.org/s.php?7132,https://en.msidb.org/m.php?252
Sumuhoorthamaay [Thrayambakam],Kamaladalam,1992,Saaramathi,Raveendran,Kaithapram,KJ Yesudas,190934,3791,https://en.msidb.org/s.php?190934,https://en.msidb.org/m.php?3791
Moksha Mugalatha,Anna,1995,Saaramathi,Ouseppachan,Traditional (Thyagaraja),KJ Yesudas,15933,5220,https://en.msidb.org/s.php?15933,https://en.msidb.org/m.php?5220
Parayoo,Chaithanyam,1995,Saaramathi,Raveendran,ONV Kurup,KJ Yesudas,10007,4927,https://en.msidb.org/s.php?10007,https://en.msidb.org/m.php?4927
Parayoo Njanengane [F],Chaithanyam,1995,Saaramathi,Raveendran,ONV Kurup,Sujatha Mohan,13809,4927,https://en.msidb.org/s.php?13809,https://en.msidb.org/m.php?4927
Sarggavasanthampole Nenchil,Sargavasantham,1995,Saaramathi,Ouseppachan,Kaithapram,"KJ Yesudas, KS Chithra",9919,238,https://en.msidb.org/s.php?9919,https://en.msidb.org/m.php?238
Himagiri nirakal,Thaandavam,2002,Saaramathi,Perumbavoor G Ravindranath,Kaithapram,MG Sreekumar,8865,2771,https://en.msidb.org/s.php?8865,https://en.msidb.org/m.php?2771
Keshaadipaadam Thozhunnen (Gopala Rathnam),Pakalkkinaavu,1966,Saaranga,BA Chidambaranath,P Bhaskaran,S Janaki,657,1427,https://en.msidb.org/s.php?657,https://en.msidb.org/m.php?1427
Kasthoori Gandhikal (Om Namo Narayananaya),Sethubandhanam,1974,Saaranga,G Devarajan,Sreekumaran Thampi,"KJ Yesudas, P Madhuri, Ayiroor Sadasivan",3295,895,https://en.msidb.org/s.php?3295,https://en.msidb.org/m.php?895
Nithyakanyake Karthike,Makampiranna Manka,1977,Saaranga,V Dakshinamoorthy,Ettumanoor Somadasan,"KJ Yesudas, Kalyani Menon",4168,3483,https://en.msidb.org/s.php?4168,https://en.msidb.org/m.php?3483
Nabhassil Mukilinte,Poojakkedukkaatha Pookkal,1977,Saaranga,K Raghavan,P Bhaskaran,M Balamuralikrishna,4221,2116,https://en.msidb.org/s.php?4221,https://en.msidb.org/m.php?2116
Anumodanathinte,Rowdy Raajamma,1977,Saaranga,G Devarajan,Sreekumaran Thampi,KJ Yesudas,4486,465,https://en.msidb.org/s.php?4486,https://en.msidb.org/m.php?465
Iniyumee Bhoomi,Moham enna pakshi,1979,Saaranga,MK Arjunan,ONV Kurup,KJ Yesudas,13178,5640,https://en.msidb.org/s.php?13178,https://en.msidb.org/m.php?5640
Baale edi baale,Ente Shathrukkal (Porattam),1982,Saaranga,MK Arjunan,Poovachal Khader,"KJ Yesudas, Ambili Rajasekharan",6233,2345,https://en.msidb.org/s.php?6233,https://en.msidb.org/m.php?2345
Thankathinkal,Indraprastham,1996,Saaranga,Vidyasagar,Gireesh Puthenchery,"MG Sreekumar, KS Chithra",8986,1476,https://en.msidb.org/s.php?8986,https://en.msidb.org/m.php?1476
Himagiri,Sahadharmini,1967,Sahana,BA Chidambaranath,Vayalar Ramavarma,P Leela,832,4877,https://en.msidb.org/s.php?832,https://en.msidb.org/m.php?4877
Nirapara Chaarthiya,Samasya,1976,Sahana,KP Udayabhanu,ONV Kurup,P Susheela,3824,2263,https://en.msidb.org/s.php?3824,https://en.msidb.org/m.php?2263
Dhyaaye chaaru,Sree Ayyappanum Vaavarum,1982,Sahana,AT Ummer,Traditional (Folk),KJ Yesudas,6391,1558,https://en.msidb.org/s.php?6391,https://en.msidb.org/m.php?1558
Krishna Krishna Mukunda,Sree Guruvayoor Maahaathmyam,1984,Sahana,V Dakshinamoorthy,Traditional (Poonthanam),"V Dakshinamoorthy, MG Radhakrishnan, Chorus",192447,2756,https://en.msidb.org/s.php?192447,https://en.msidb.org/m.php?2756
Gange nee parayalle,Customs Diary,1993,Sahana,Raveendran,Chunakkara Ramankutty,KJ Yesudas,10323,859,https://en.msidb.org/s.php?10323,https://en.msidb.org/m.php?859
Sooryabimbam,Hima Nandini,1995,Sahana,Pukazhenthi,CP Rajasekharan,KS Chithra,13978,6011,https://en.msidb.org/s.php?13978,https://en.msidb.org/m.php?6011
Thaamarappoovil Vaazhum,Chandralekha,1997,Sahana,Berny Ignatius,Gireesh Puthenchery,MG Sreekumar,9791,3143,https://en.msidb.org/s.php?9791,https://en.msidb.org/m.php?3143
Ennodenthinee Pinakkam,Kaliyaattam,1997,Sahana,Kaithapram,Kaithapram,Bhavana Radhakrishnan,9632,721,https://en.msidb.org/s.php?9632,https://en.msidb.org/m.php?721
Ennodenthinee Pinakkam,Kaliyaattam,1997,Sahana,Kaithapram,Kaithapram,KJ Yesudas,13902,721,https://en.msidb.org/s.php?13902,https://en.msidb.org/m.php?721
Sindooraaruna Vigrahaam,Pallaavoor Devanaaraayanan,1999,Sahana,Raveendran,Traditional (Lalitha Sahasranamam),KS Chithra,9447,749,https://en.msidb.org/s.php?9447,https://en.msidb.org/m.php?749
Chelulla Vallathil,Karumaadikkuttan,2001,Sahana,Mohan Sithara,Yusufali Kecheri,"P Jayachandran, KS Chithra",16446,1352,https://en.msidb.org/s.php?16446,https://en.msidb.org/m.php?1352
Aravindanayana,Kayyethum Doorathu,2002,Sahana,Ouseppachan,S Ramesan Nair,Sujatha Mohan,10711,2623,https://en.msidb.org/s.php?10711,https://en.msidb.org/m.php?2623
Oonjal Aadinaal (Chenthaarmizhi),Perumazhakkaalam,2004,Sahana,M Jayachandran,Kaithapram,"Madhu Balakrishnan, KS Chithra, Sharada Kalyanasundaram",8522,2434,https://en.msidb.org/s.php?8522,https://en.msidb.org/m.php?2434
Naadha,Vaasthavam,2006,Sahana,Alex Paul,Gireesh Puthenchery,"KS Chithra, Pradeep Palluruthy",11189,5311,https://en.msidb.org/s.php?11189,https://en.msidb.org/m.php?5311
Karukare Kaarmukil,Kummaatti,1979,Samanthamalahari,"MG Radhakrishnan, Kavalam Narayana Panicker, G Aravindan",Kavalam Narayana Panicker,Kavalam Narayana Panicker,5167,1048,https://en.msidb.org/s.php?5167,https://en.msidb.org/m.php?1048
Vande mukunda,Devaasuram,1993,Samanthamalahari,MG Radhakrishnan,Gireesh Puthenchery,MG Radhakrishnan,10314,5052,https://en.msidb.org/s.php?10314,https://en.msidb.org/m.php?5052
Neelakandhamanohare,Paithrukam,1993,Samanthamalahari,SP Venkitesh,Traditional (Folk),Kaithapram,17677,1132,https://en.msidb.org/s.php?17677,https://en.msidb.org/m.php?1132
Vande mukunda hare,Raavanaprabhu,2001,Samanthamalahari,Suresh Peters,Gireesh Puthenchery,Nikhil,9068,332,https://en.msidb.org/s.php?9068,https://en.msidb.org/m.php?332
Karunaakara,Nirmala,1948,Sankarabharanam,EI Warrier,G Sankara Kurup,"Sarojini Menon, Vimala B Varma",2148,3395,https://en.msidb.org/s.php?2148,https://en.msidb.org/m.php?3395
Jaathivairam Neethirahitham,Prasanna,1950,Sankarabharanam,Jnanamani,Abhayadev,ML Vasanthakumari,1549,2058,https://en.msidb.org/s.php?1549,https://en.msidb.org/m.php?2058
Kanivolum Kamaneeyahridayam,Snehaseema,1954,Sankarabharanam,V Dakshinamoorthy,Abhayadev,P Leela,1770,342,https://en.msidb.org/s.php?1770,https://en.msidb.org/m.php?342
Daivathin,Neelisaali,1960,Sankarabharanam,K Raghavan,P Bhaskaran,AM Raja,44,4779,https://en.msidb.org/s.php?44,https://en.msidb.org/m.php?4779
Maanikyaveenayumaay,Kaattupookkal,1965,Sankarabharanam,G Devarajan,ONV Kurup,KJ Yesudas,541,2818,https://en.msidb.org/s.php?541,https://en.msidb.org/m.php?2818
Alliyaambal,Rosi,1965,Sankarabharanam,KV Job,P Bhaskaran,KJ Yesudas,513,1697,https://en.msidb.org/s.php?513,https://en.msidb.org/m.php?1697
Anupama Kripaanidhi,Karuna,1966,Sankarabharanam,G Devarajan,Kumaranasan,G Devarajan,770,2903,https://en.msidb.org/s.php?770,https://en.msidb.org/m.php?2903
Gokulapaala,Rowdy,1966,Sankarabharanam,G Devarajan,Vayalar Ramavarma,P Susheela,662,4885,https://en.msidb.org/s.php?662,https://en.msidb.org/m.php?4885
Swargathekkal,Dathuputhran,1970,Sankarabharanam,G Devarajan,Vayalar Ramavarma,KJ Yesudas,2285,3011,https://en.msidb.org/s.php?2285,https://en.msidb.org/m.php?3011
Thiruvegappurayulla,Kurukshethram,1970,Sankarabharanam,K Raghavan,P Bhaskaran,S Janaki,2234,4862,https://en.msidb.org/s.php?2234,https://en.msidb.org/m.php?4862
Ponveyil,Nrithasaala,1972,Sankarabharanam,V Dakshinamoorthy,Sreekumaran Thampi,KJ Yesudas,2802,3120,https://en.msidb.org/s.php?2802,https://en.msidb.org/m.php?3120
Navami Mahaanavami,Oru Sundariyude Kadha,1972,Sankarabharanam,G Devarajan,Vayalar Ramavarma,P Susheela,2751,3386,https://en.msidb.org/s.php?2751,https://en.msidb.org/m.php?3386
Aadiyil Malsyamaay,Sree Guruvayoorappan,1972,Sankarabharanam,V Dakshinamoorthy,ONV Kurup,KJ Yesudas,2785,790,https://en.msidb.org/s.php?2785,https://en.msidb.org/m.php?790
Maveli Naduvaneedum Kalam,Maadhavikkutty,1973,Sankarabharanam,G Devarajan,Vayalar Ramavarma,"P Leela, Chorus",3164,4791,https://en.msidb.org/s.php?3164,https://en.msidb.org/m.php?4791
Pranayakala Vallabha,Thenaruvi,1973,Sankarabharanam,G Devarajan,Vayalar Ramavarma,P Susheela,3048,1260,https://en.msidb.org/s.php?3048,https://en.msidb.org/m.php?1260
Neelaambujaakshimaare,Devi Kanyaakumaari,1974,Sankarabharanam,G Devarajan,Vayalar Ramavarma,"P Susheela, Chorus",3387,1291,https://en.msidb.org/s.php?3387,https://en.msidb.org/m.php?1291
Keshabhaaram Kabariyil,Raajahamsam,1974,Sankarabharanam,G Devarajan,Vayalar Ramavarma,Aroor PK Manoharan,3393,834,https://en.msidb.org/s.php?3393,https://en.msidb.org/m.php?834
Arayannakkilichundan,Thumbolaarcha,1974,Sankarabharanam,G Devarajan,Vayalar Ramavarma,"P Madhuri, Chorus",3367,3199,https://en.msidb.org/s.php?3367,https://en.msidb.org/m.php?3199
Manipravaala,Maanishaada,1975,Sankarabharanam,G Devarajan,Vayalar Ramavarma,KJ Yesudas,3496,4715,https://en.msidb.org/s.php?3496,https://en.msidb.org/m.php?4715
Poothulayum Poomaram,Amma,1976,Sankarabharanam,MK Arjunan,Sreekumaran Thampi,P Susheela,3799,5323,https://en.msidb.org/s.php?3799,https://en.msidb.org/m.php?5323
Malarilum Manassilum,Kuttavum Sikshayum,1976,Sankarabharanam,MS Viswanathan,Mankombu Gopalakrishnan,Vani Jairam,3925,4902,https://en.msidb.org/s.php?3925,https://en.msidb.org/m.php?4902
Thappukottippaadunna,Aasheervaadam,1977,Sankarabharanam,MK Arjunan,Bharanikkavu Sivakumar,N Sreekanth,4141,4015,https://en.msidb.org/s.php?4141,https://en.msidb.org/m.php?4015
Keralam Keralam,Minimol,1977,Sankarabharanam,G Devarajan,Sreekumaran Thampi,KJ Yesudas,4256,1127,https://en.msidb.org/s.php?4256,https://en.msidb.org/m.php?1127
Thriprayaarappa Sree Rama,Ormakal Marikkumo,1977,Sankarabharanam,MS Viswanathan,Mankombu Gopalakrishnan,Vani Jairam,4326,1283,https://en.msidb.org/s.php?4326,https://en.msidb.org/m.php?1283
Nrithyathi Nrithyathi,Sreedevi,1977,Sankarabharanam,G Devarajan,Traditional (Swathi Thirunal),P Leela,14098,1009,https://en.msidb.org/s.php?14098,https://en.msidb.org/m.php?1009
Paraa Paraa Paraa,Sreemad Bhagavadgeetha,1977,Sankarabharanam,V Dakshinamoorthy,P Bhaskaran,"KJ Yesudas, Chorus",4106,1568,https://en.msidb.org/s.php?4106,https://en.msidb.org/m.php?1568
Muraleelola Gopaala,Veedu Oru Swargam,1977,Sankarabharanam,G Devarajan,Yusufali Kecheri,P Jayachandran,4283,2700,https://en.msidb.org/s.php?4283,https://en.msidb.org/m.php?2700
Anaghasankalpa Gaayike,Aniyara,1978,Sankarabharanam,G Devarajan,P Bhaskaran,KJ Yesudas,4671,4989,https://en.msidb.org/s.php?4671,https://en.msidb.org/m.php?4989
Navaneetha Chandrike,Avalku Maranamilla,1978,Sankarabharanam,G Devarajan,Mankombu Gopalakrishnan,KJ Yesudas,4867,3918,https://en.msidb.org/s.php?4867,https://en.msidb.org/m.php?3918
Pallava Komala,Thamburaatti,1978,Sankarabharanam,G Devarajan,Kavalam Narayana Panicker,P Madhuri,4792,4441,https://en.msidb.org/s.php?4792,https://en.msidb.org/m.php?4441
Chandanam kadanjedutha,Alaavudeenum Albuthavilakkum,1979,Sankarabharanam,G Devarajan,Yusufali Kecheri,"P Madhuri, Chorus",5087,2944,https://en.msidb.org/s.php?5087,https://en.msidb.org/m.php?2944
Bhakthavalsala,Maanavadharmam,1979,Sankarabharanam,G Devarajan,Pappanamkodu Lakshmanan,"P Jayachandran, Chorus",5229,2377,https://en.msidb.org/s.php?5229,https://en.msidb.org/m.php?2377
Aalolalochanakal,Vellaayani Paramu,1979,Sankarabharanam,G Devarajan,Sreekumaran Thampi,"KJ Yesudas, P Madhuri",5002,3977,https://en.msidb.org/s.php?5002,https://en.msidb.org/m.php?3977
Sandhyaa Vihagam,Bhaktha Hanumaan,1980,Sankarabharanam,V Dakshinamoorthy,Sreekumaran Thampi,Vani Jairam,5727,2890,https://en.msidb.org/s.php?5727,https://en.msidb.org/m.php?2890
Omkaaranaadhaanu,Sankaraabharanam,1980,Sankarabharanam,KV Mahadevan,Vetturi Sundararamamoorthy,"SP Balasubrahmanyam, S Janaki",10838,843,https://en.msidb.org/s.php?10838,https://en.msidb.org/m.php?843
Himashaila Saikatha,Shaalini Ente Koottukaari,1980,Sankarabharanam,G Devarajan,MD Rajendran,P Madhuri,5598,3416,https://en.msidb.org/s.php?5598,https://en.msidb.org/m.php?3416
Pankajaakshi Unnineeli,Sooryadaham,1980,Sankarabharanam,G Devarajan,Bichu Thirumala,"Latha Raju, Chorus",5668,3595,https://en.msidb.org/s.php?5668,https://en.msidb.org/m.php?3595
Puthilanjikkaattile Thathamme,Sreemaan Sreemathi,1981,Sankarabharanam,G Devarajan,Mankombu Gopalakrishnan,P Madhuri,5975,4458,https://en.msidb.org/s.php?5975,https://en.msidb.org/m.php?4458
Sindooraaruna Vigrahaam,Gaanam,1982,Sankarabharanam,V Dakshinamoorthy,Traditional (Lalitha Sahasranamam),S Janaki,6184,1710,https://en.msidb.org/s.php?6184,https://en.msidb.org/m.php?1710
Maveli Naadu Vaaneedum Kaalam,Mahaabali,1983,Sankarabharanam,MK Arjunan,Traditional (Folk),"P Madhuri, Chorus",17651,3831,https://en.msidb.org/s.php?17651,https://en.msidb.org/m.php?3831
Aayiram kannumaay,Nokkethaadoorathu Kannumnattu,1985,Sankarabharanam,Jerry Amaldev,Bichu Thirumala,"KS Chithra, Chorus",1436,4493,https://en.msidb.org/s.php?1436,https://en.msidb.org/m.php?4493
Aayiram kannumaay,Nokkethaadoorathu Kannumnattu,1985,Sankarabharanam,Jerry Amaldev,Bichu Thirumala,"KJ Yesudas, Chorus",1439,4493,https://en.msidb.org/s.php?1439,https://en.msidb.org/m.php?4493
Kiliye kiliye,Dheem Tharikidathom,1986,Sankarabharanam,MG Radhakrishnan,S Ramesan Nair,"MG Sreekumar, B Arundhathi",7804,3140,https://en.msidb.org/s.php?7804,https://en.msidb.org/m.php?3140
Prasadamenthinu vere,Aadyaraathrikkumumbu (Irupatham Noottandu),1987,Sankarabharanam,G Devarajan,Poovachal Khader,"KJ Yesudas, P Madhuri",11526,664,https://en.msidb.org/s.php?11526,https://en.msidb.org/m.php?664
Pannagendra Shayana,Swaathy Thirunaal,1987,Sankarabharanam,MB Sreenivasan,Traditional (Swathi Thirunal),"M Balamuralikrishna, KJ Yesudas, Neyyatinkara Vasudevan",7121,252,https://en.msidb.org/s.php?7121,https://en.msidb.org/m.php?252
Ga ma ga  ri ga pa[Ezhu Suswarangalaay],Ayitham,1988,Sankarabharanam,MG Radhakrishnan,ONV Kurup,"KJ Yesudas, BA Chidambaranath, Chorus",8133,1815,https://en.msidb.org/s.php?8133,https://en.msidb.org/m.php?1815
Omanathinkalkkidaavo,Indulekha,1988,Sankarabharanam,MB Sreenivasan,Traditional (Irayimman Thampi),KJ Yesudas,13454,5773,https://en.msidb.org/s.php?13454,https://en.msidb.org/m.php?5773
Omanathinkalkkidaavo [F],Indulekha,1988,Sankarabharanam,MB Sreenivasan,Traditional (Irayimman Thampi),Ashalatha,13455,5773,https://en.msidb.org/s.php?13455,https://en.msidb.org/m.php?5773
Kunnimani Cheppu,Ponmuttayidunna Thaaravu,1988,Sankarabharanam,Johnson,ONV Kurup,KS Chithra,8198,3763,https://en.msidb.org/s.php?8198,https://en.msidb.org/m.php?3763
Vellaarappoomala mele,Varavelpu,1989,Sankarabharanam,Johnson,Kaithapram,KJ Yesudas,6881,377,https://en.msidb.org/s.php?6881,https://en.msidb.org/m.php?377
Devasabhaathalam,His Highness Abdulla,1990,Sankarabharanam,Raveendran,Kaithapram,"KJ Yesudas, Raveendran, Sharreth",5492,4780,https://en.msidb.org/s.php?5492,https://en.msidb.org/m.php?4780
Raghuvamsapathe,Bharatham,1991,Sankarabharanam,Raveendran,Kaithapram,KJ Yesudas,10610,2576,https://en.msidb.org/s.php?10610,https://en.msidb.org/m.php?2576
Ambalappuzhe,Adwaitham,1992,Sankarabharanam,MG Radhakrishnan,Kaithapram,"MG Sreekumar, KS Chithra",10482,4111,https://en.msidb.org/s.php?10482,https://en.msidb.org/m.php?4111
Champakkulam thachan,Chambakkulam Thachan,1992,Sankarabharanam,Raveendran,Bichu Thirumala,"KJ Yesudas, MG Sreekumar",10465,4168,https://en.msidb.org/s.php?10465,https://en.msidb.org/m.php?4168
Oonjaalurangi [F],Kudumbasametham,1992,Sankarabharanam,Johnson,Kaithapram,Minmini Joy,10421,4053,https://en.msidb.org/s.php?10421,https://en.msidb.org/m.php?4053
Oonjaalurangi [M],Kudumbasametham,1992,Sankarabharanam,Johnson,Kaithapram,KJ Yesudas,12465,4053,https://en.msidb.org/s.php?12465,https://en.msidb.org/m.php?4053
Ellaarkkum Kittiya,Aayirappara,1993,Sankarabharanam,Raveendran,Kavalam Narayana Panicker,"MG Sreekumar, B Arundhathi, Chorus",10319,1575,https://en.msidb.org/s.php?10319,https://en.msidb.org/m.php?1575
Sarojadalanethri Himagiriputhri,Sopaanam,1994,Sankarabharanam,SP Venkitesh,Traditional (Shyaama Shasthri),KJ Yesudas,12221,4602,https://en.msidb.org/s.php?12221,https://en.msidb.org/m.php?4602
Aananda hemantha,Samudaayam,1995,Sankarabharanam,G Devarajan,ONV Kurup,"KJ Yesudas, KS Chithra",9924,706,https://en.msidb.org/s.php?9924,https://en.msidb.org/m.php?706
Surya Naalam [M],Thacholi Vargheese Chekavar,1995,Sankarabharanam,Sharreth,Gireesh Puthenchery,KJ Yesudas,15857,2351,https://en.msidb.org/s.php?15857,https://en.msidb.org/m.php?2351
Surya naalam,Thacholi Vargheese Chekavar,1995,Sankarabharanam,Sharreth,Gireesh Puthenchery,"KJ Yesudas, Sujatha Mohan",11663,2351,https://en.msidb.org/s.php?11663,https://en.msidb.org/m.php?2351
Vennilaa  chandanakkinnam (D),Azhakiya Raavanan,1996,Sankarabharanam,Vidyasagar,Kaithapram,"KJ Yesudas, Shabnam Riyaz",9886,3113,https://en.msidb.org/s.php?9886,https://en.msidb.org/m.php?3113
Devakanyaka [M],Ee Puzhayum Kadannu,1996,Sankarabharanam,Johnson,Gireesh Puthenchery,KJ Yesudas,14018,158,https://en.msidb.org/s.php?14018,https://en.msidb.org/m.php?158
Sreelalolayam,Ee Puzhayum Kadannu,1996,Sankarabharanam,Johnson,Gireesh Puthenchery,KS Chithra,9871,158,https://en.msidb.org/s.php?9871,https://en.msidb.org/m.php?158
Kakkaala kannama,Oru Yaathramozhi,1997,Sankarabharanam,Ilayaraja,Gireesh Puthenchery,"SP Balasubrahmanyam, MG Sreekumar",11719,1457,https://en.msidb.org/s.php?11719,https://en.msidb.org/m.php?1457
Palappoomazha,Kochu Kochu Santhoshangal,2000,Sankarabharanam,Ilayaraja,Kaithapram,Bhavatharani,9324,1768,https://en.msidb.org/s.php?9324,https://en.msidb.org/m.php?1768
Shivashailam Kireedam,Kaalachakram (New),2002,Sankarabharanam,Sonu Sisupal,Kaithapram,K Krishnakumar,11345,5387,https://en.msidb.org/s.php?11345,https://en.msidb.org/m.php?5387
Ennu varum nee,Kannaki,2002,Sankarabharanam,Kaithapram Viswanath,Kaithapram,KJ Yesudas,19057,4997,https://en.msidb.org/s.php?19057,https://en.msidb.org/m.php?4997
Kaanthaa (Ambili Maamane),Maambazhakkaalam,2004,Sankarabharanam,M Jayachandran,Gireesh Puthenchery,"MG Sreekumar, Chorus",15992,2661,https://en.msidb.org/s.php?15992,https://en.msidb.org/m.php?2661
Enthu Paranjaalum [F],Achuvinte Amma,2005,Sankarabharanam,Ilayaraja,Gireesh Puthenchery,KS Chithra,8392,236,https://en.msidb.org/s.php?8392,https://en.msidb.org/m.php?236
Enthu Paranjaalum [M],Achuvinte Amma,2005,Sankarabharanam,Ilayaraja,Gireesh Puthenchery,Vijay Yesudas,8391,236,https://en.msidb.org/s.php?8391,https://en.msidb.org/m.php?236
Pinakkamaano,Ananthabhadram,2005,Sankarabharanam,MG Radhakrishnan,Gireesh Puthenchery,"MG Sreekumar, Manjari",8385,1013,https://en.msidb.org/s.php?8385,https://en.msidb.org/m.php?1013
Then Panimathiye,Kodathi Samaksham Balan Vakkeel,2019,Sankarabharanam,Rahul Raj,BK Harinarayanan,"KS Harishankar, Poornasree",1956872,8903,https://en.msidb.org/s.php?1956872,https://en.msidb.org/m.php?8903
Maanathin Muttathu,Karutha Pournami,1968,Sarasangi,MK Arjunan,P Bhaskaran,KJ Yesudas,1057,5009,https://en.msidb.org/s.php?1057,https://en.msidb.org/m.php?5009
Maanathin Muttathu(F),Karutha Pournami,1968,Sarasangi,MK Arjunan,P Bhaskaran,S Janaki,1061,5009,https://en.msidb.org/s.php?1061,https://en.msidb.org/m.php?5009
Thulliyodum Pullimaane,Kannoor Deluxe,1969,Sarasangi,V Dakshinamoorthy,Sreekumaran Thampi,P Jayachandran,1319,1096,https://en.msidb.org/s.php?1319,https://en.msidb.org/m.php?1096
Sarigamapadhani Sapthaswarangale,Homakundam (Pathamudayam),1976,Sarasangi,V Dakshinamoorthy,Appan Thachethu,KJ Yesudas,16504,6216,https://en.msidb.org/s.php?16504,https://en.msidb.org/m.php?6216
Manassil Theenaalam,Hridayam Oru Kshethram,1976,Sarasangi,G Devarajan,Sreekumaran Thampi,P Madhuri,4082,302,https://en.msidb.org/s.php?4082,https://en.msidb.org/m.php?302
Malankaavil poorathinte,Agnisharam,1981,Sarasangi,MK Arjunan,Sreekumaran Thampi,"Swarna, Chorus",5923,1716,https://en.msidb.org/s.php?5923,https://en.msidb.org/m.php?1716
Jaya Jaya Padmanaabha Murare (F),Indulekha,1988,Sarasangi,Vidyadharan,Traditional (Swathi Thirunal),KS Chithra,13451,5773,https://en.msidb.org/s.php?13451,https://en.msidb.org/m.php?5773
Jaya Jaya Padmanaabha Murare (M),Indulekha,1988,Sarasangi,Vidyadharan,Traditional (Swathi Thirunal),M Balamuralikrishna,13452,5773,https://en.msidb.org/s.php?13452,https://en.msidb.org/m.php?5773
Piriyunnitha,Vamshaantharam,1990,Sarasangi,Murali Sithara,Ooruttambalam Balakrishnan,KJ Yesudas,12717,5741,https://en.msidb.org/s.php?12717,https://en.msidb.org/m.php?5741
