ID,Name,Original_Name,Melakarta_No,Melakarta_Name,Chakra_No,Chakra_Name,Arohana,Avarohana,Scale_Type,Is_Bhashanga,Anya_Swaras,Is_Vakra,Extra_Note
"shilangi","Shilangi","Shilangi",65,"Mechakalyani",11,"Rudra","S G3 M2 P N3 S'","S' N3 P M2 G3 S","Audava",No,"",Yes,""
"shuddha-sarang","Shuddha Sarang","Shuddha Sārang",65,"Mechakalyani",11,"Rudra","N3 S R2 M2 P N3 S'","S' N3 D2 P M2 P M1 R2 S N3 S","Audava-Shadava",Yes,"M1",Yes,"Hindustani equivalent"
"suddha-koshala","Suddha Koshala","Suddha Koshala",65,"Mechakalyani",11,"Rudra","S G3 M2 P S'","S' N3 D2 M2 G3 R2 S","Swarantara-Shadava",No,"",Yes,""
"shyam-kalyan","Shyam Kalyan","Shyām Kalyān",65,"Mechakalyani",11,"Rudra","N3 S R2 M2 P N3 S'","S' N3 D2 P M2 P D2 P G3 M1 P G3 M1 R2 S N3 S","Audava-Sampurna",Yes,"M1",Yes,"Hindustani equivalent"
"sunadavinodini-hindol-of-hindustani","Sunadavinodini / Hindol of Hindustani","Sunādavinodini / Hindol of Hindustani",65,"Mechakalyani",11,"Rudra","S G3 M2 D2 N3 S'","S' N3 D2 M2 G3 S","Audava",No,"",Yes,""
"swayambhooshwara-raga","Swayambhooshwara Raga","Swayambhooshwara Rāga",65,"Mechakalyani",11,"Rudra","S G3 P S'","S' P G3 S","Swarantara",No,"",Yes,""
"vandanadharini","Vandanadharini","Vandanadhārini",65,"Mechakalyani",11,"Rudra","S R2 M2 P D2 S'","S' D2 P M2 R2 S","Audava",No,"",Yes,""
"vivahapriya","Vivahapriya","Vivāhapriyā",65,"Mechakalyani",11,"Rudra","S R2 M2 P D2 N3 S'","S' N3 D2 P M2 R2 S","Shadava",No,"",Yes,""
"yamuna-kalyani-yaman-kalyan","Yamuna Kalyani / Yaman Kalyan","Yamuna Kalyāni / Yaman Kalyan",65,"Mechakalyani",11,"Rudra","S R2 G3 M2 P D2 N3 S'","S' N3 D2 P M2 G3 M1 G3 R2 S","Sampurna",Yes,"M1",Yes,"Hindustani equivalent"
"chaturangini","Chaturangini","Chaturāngini",66,"Chitrambari",11,"Rudra","S R2 G3 M2 P N3 S'","S' N3 D3 N3 P G3 M2 G3 R2 S","Shadava-Sampurna",No,"",Yes,""
"amritavarshini","Amritavarshini","Amritavarshini",66,"Chitrambari",11,"Rudra","S G3 M2 P N3 S'","S' N3 P M2 G3 S","Audava",No,"",Yes,""
"chitrasindhu","Chitrasindhu","Chitrasindhu",66,"Chitrambari",11,"Rudra","S G3 M2 P N3 S'","S' N3 D3 P M2 G3 R2 S","Audava-Sampurna",No,"",Yes,""
"churnikavinodhini","Churnikavinodhini","Churnikavinodhini",66,"Chitrambari",11,"Rudra","S R2 G3 M2 P D3 N3 S'","S' N3 D3 N3 P M2 G3 R2 S","Sampurna",No,"",Yes,""
"vijayakoshalam","Vijayakoshalam","Vijayakoshalam",66,"Chitrambari",11,"Rudra","S R2 G3 M2 P S'","S' N3 P M2 G3 S","Audava",No,"",Yes,""
"santhana-manjari","Santhana Manjari","Santhāna Manjari",67,"Sucharitra",12,"Aditya (Suns)","S R3 G3 M2 P D1 S'","S' N1 D1 P M2 R3 S","Shadava",No,"",Yes,""
"jyothi","Jyothi","Jyothi",68,"Jyotiswarupini",12,"Aditya (Suns)","S R3 G3 M2 P D1 N2 S'","S' N2 D1 P M2 G3 S","Sampurna-Shadava",No,"",Yes,""
"deepavarali","Deepavarali","Deepavarāli",68,"Jyotiswarupini",12,"Aditya (Suns)","S R3 M2 P N2 S'","S' N2 P M2 G3 R3 S","Audava-Shadava",No,"",Yes,""
"jyothishmathi","Jyothishmathi","Jyothishmathi",68,"Jyotiswarupini",12,"Aditya (Suns)","S R3 G3 M2 P S'","S' N2 D1 M2 P M2 G3 R3 S","Audava-Sampurna",No,"",Yes,""
"ramagiri","Ramagiri","Rāmagiri",68,"Jyotiswarupini",12,"Aditya (Suns)","S R3 M2 G3 M2 P D1 N2 S'","S' D1 N2 D1 P M2 G3 R3 S","Sampurna",No,"",Yes,""
"dhowtha-panchamam","Dhowtha Panchamam","Dhowtha Panchamam",69,"Dhatuvardhani",12,"Aditya (Suns)","S R3 G3 M2 P N3 P S'","S' N3 D1 P M2 R3 G3 M2 R3 S","Shadava-Sampurna",No,"",Yes,""
"dhwithiyapanchamam","Dhwithiyapanchamam","Dhwithiyapanchamam",69,"Dhatuvardhani",12,"Aditya (Suns)","S R3 G3 M2 P N3 P S'","S' N3 D1 P M2 R3 M2 G3 R3 S","Shadava-Sampurna",No,"",Yes,""
"sumukham","Sumukham","Sumukham",69,"Dhatuvardhani",12,"Aditya (Suns)","S R3 M2 N3 S'","S' N3 M2 R3 S","Swarantara",No,"",Yes,""
"tavapriya","Tavapriya","Tavapriyā",69,"Dhatuvardhani",12,"Aditya (Suns)","S R3 M2 P N3 S'","S' N3 D1 P M2 G3 R3 S","Audava-Sampurna",No,"",Yes,""
"nasamani","Nasamani","Nāsāmani",70,"Nasikabhushani",12,"Aditya (Suns)","S R3 S M2 P D2 N2 S'","S' N2 D2 P M2 G3 R3 S","Shadava-Sampurna",No,"",Yes,""
"marakathagowla","Marakathagowla","Marakathagowla",70,"Nasikabhushani",12,"Aditya (Suns)","S R3 M2 P D2 N2 S'","S' N2 D2 P M2 G3 R3 S","Shadava-Sampurna",No,"",Yes,""
"thilakamandari","Thilakamandari","Thilakamandāri",70,"Nasikabhushani",12,"Aditya (Suns)","S R3 M2 P D2 S'","S' D2 P M2 G3 R3 S","Audava-Shadava",No,"",Yes,""
"kusumakaram","Kusumakaram","Kusumākaram",71,"Kosalam",12,"Aditya (Suns)","S R3 G3 M2 P D2 N3 S'","S' N3 D2 P M2 G3 R3 S","Sampurna",No,"",Yes,""
"ayodhya","Ayodhya","Ayodhya",71,"Kosalam",12,"Aditya (Suns)","S G3 M2 P N3 S'","S' D2 P M2 G3 M2 R3 S","Audava-Shadava",No,"",Yes,""
"rasamanjari","Rasamanjari","Rasamanjari",72,"Rasikapriya",12,"Aditya (Suns)","S R3 G3 M2 P D3 N3 S'","S' N3 D3 P M2 G3 R3 S","Sampurna",No,"",Yes,""
"hamsagiri","Hamsagiri","Hamsagiri",72,"Rasikapriya",12,"Aditya (Suns)","S R3 G3 M2 P D3 N3 S'","S' N3 P D3 N3 P M2 G3 S","Sampurna-Shadava",No,"",Yes,""
"ishtarangini","Ishtarangini","Ishtārangini",72,"Rasikapriya",12,"Aditya (Suns)","S R3 M2 P N3 S'","S' N3 D3 P M2 G3 R3 S","Audava-Sampurna",No,"",Yes,""
"nagagiri","Nagagiri","Nāgagiri",72,"Rasikapriya",12,"Aditya (Suns)","S G3 M2 P D2 P S'","S' D2 P M2 G3 S","Audava",No,"",Yes,""
